评论ID,分词结果
258355820112,开场 有 什么 比 把 快乐 带给 别人 更 快乐 的 呢 去 死 或者 别的 什么 我 不 知道 你 对 这个 有 这么 强烈 的 感觉 你 要 干什么 我 想 我 无法 阻止 你 但是 章鱼 哥 外面 是 一个 冷酷 的 世界 没有 人用 银 托盘 把 欢乐 带给 你 我 自己 知道 我 非常 可笑 灰灰 丑丑 腿 有 四条 小蜗 有 爱 它 的 海绵 宝宝 派大星 傻 呆呆 的 吹泡泡 蟹 老板 高兴 的 吃 蟹黄 堡 章鱼 哥 在 独奏 E 小调 为什么 我 一 高兴 就 有 错 我 不 知道 你们 在 笑 什么 为什么 大家 都 爱 海绵 宝宝 为什么 章鱼 哥不爱 笑 为什么 我 今天 真糟糕 未来 我 还 没有 准备 好 海绵 宝宝 你 不 知道 你 有 多 幸运 你 有 小 蜗 和 爱 你 的 家人 我 也 想 做 我 爱 的 事 却 总是 这么 倒霉 除 我 以外 这 世界 上 还有 谁 大人 的 世界 比 我 想象 的 难 我 认为 我 是 主角 却 相反 我 的 工作 一 年复一年 一天 复 一天 再见 比基尼 海滩 海绵 宝宝 你 不 知道 你 有 多 幸运 你 有 小 蜗 和 爱 你 的 家人 我 也 想 做 我 爱 的 事 却 总是 这么 倒霉 除 我 以外 这 世界 上 还有 谁 我 想 回到 那个 时代 自己 傻傻 有些 呆 自己 傻傻 有些 呆 但 有家 人们 的 爱 但是 我 我 知道 我 的 笑脸 我 的 爱 我 的 一切 逝去 不再 来 世界 把 我 改变 我 笑 逝去 不见 我 想 逃离 却 逃 到 了 清洁 间 这样 的 日子 又 在 我 眼前 谁 能 知道 我该 怎么办 再见 海绵 宝宝 再见 派大星 我 也 想 做 我 自己 爱 做 的 事情 做 我 爱 的 工作 爱 我 爱 的 人 等一等 我 自己 的 灵魂 有 一句 话 从 今天 早上 我们 一 见面 我 就 一直 想 对 你 说 再见 再见 朋友 再见 比基尼 海滩 我 想 回到 那个 时代 自己 傻傻 有些 呆 自己 傻傻 有些 呆 但 有家 人们 的 爱 但是 我 我 知道 我 的 笑脸 我 的 爱 我 的 一切 逝去 不再 来 世界 把 我 改变 我 笑 逝去 不见 我 想 逃离 却 逃 到 了 清洁 间 这样 的 日子 又 在 我 眼前 谁 能 知道 我该 怎么办 竖笛 独奏 蓄力 中 蓄力 完成 但是 海绵 宝宝 但是 派大星 我 确实 没有 你们 幸运 的 人生 我 辛辛苦苦 工作 三年 但是 我 难得 休假 一天 我 希望 我 自己 傻 呆呆 不 把 世界 看 的 非常 明白 希望 有人 明白 我 的 爱 但是 谁 会 明白 我 的 爱 章鱼 哥 走 在 吹 竖笛 一天 一天 的 为 独奏 练习 明天 比基尼 海滩 都 会 崇拜 我 但是 比基尼 海滩 都 在 嘲笑 我 我 想要 好好 安静 一下 你 今天 累坏 了 小章鱼 明天 一定 会 更 美好 更 美丽 的 结尾 竖笛 独奏
257506824209,五年 前 毕业 充满热情 现在 心如死灰 离职 找 工作 人家 00 后 的 都 结婚 生子 了 刚 毕业 的 小姑娘 问 我 为什么 不 结婚
257506785201,只能 搪塞 一下 说 不想 或者 不 着急
258511611056,我 现在 大二 都 看开 了
257716974929,回复 : 你 大二 美好时光 还有 好几年 呢
258229578864,首页 推荐 的
258203035312,5 年 后 我 终于 知道 为什么 成年人 总是 喜欢 在 下班 之后 呆 在 自己 的 床上 一动不动 了
257136426625,章鱼 哥 吹 的 曲子 叫 什么 啊
257136497121,216 的
257951354896,花之舞
257029019809,看过 个 段子 说 小时候 不 理解 为啥 章鱼 哥 一直 苦大仇深 的 长大 后 不 理解 为啥 海绵 宝宝 每天 都 那么 高兴
256911317777,怎么 说 呢 我 个人 时常 有派 大星 和 章鱼 哥 两种 想法 大概 也 是 如此 我 才能 一直 坚持 的 活下去 吧
256909049617,工贼 宝宝
256865276945,配角 才 是 真正 的 主角
256833502769,章鱼 哥 何尝 又 不是 我们 呢
257580102016,活着 就 好 活着 就 好
257579897472,现在 看 海绵 宝宝 章鱼 哥 好惨 啊
257417440656,2030 年 3 月 10 号 前来 考古
256396676961,翻 收藏夹 太 麻烦 了 有 好 兄弟 看见 点 我 一下
257269805520,现在 可以 吗
257079451568,也 是 我 的
256017717409,我 真的 小时候 觉得 章鱼 哥好 无趣 现在 22 了 我 变成 章鱼 哥 了
256784336016,初看 不识画 中意 再 看 已 是 画中人
255945456593,你 今天 累坏 了 小章鱼 明天 一定 会 更 美好 的
256683986896,我 每当 收到 委屈 时 就 会 听 一遍 这个 视频
255919902129,长大 的 标志 是 理解 章鱼 哥
256786444528,我 特别 喜欢 章鱼 哥 其实
255850479921,五年
256487910608,我 有 一种 来自 灵魂 的 共鸣
256482805328,法老 好像 有 这 首歌
255708611409,太丧 了
256368993760,音无结 弦 之 时悦动 天使 之心 立于 浮夸 之世 奏响 天籁 之音
255622310801,他 跪下 的 那一刻 埋葬 了 他 的 青春
255560492129,长大 了 之后 发现 我 好像 变成 了 章鱼 哥 一个 无聊 的 大人
256283574048,小时候 看 海绵 宝宝 我 老会 嘲笑 章鱼 哥 长大 后 才 发现 章鱼 哥 很 不 容易
255673166817,看过 早就 看过
255673994801,回复 : 谁 没 看过
255455839905,泪目 了
256179564736,牛批
255348799089,章鱼 哥是 我们 普通人
255979921776,怎么 感觉 和 法老 的 明天 是 美好 的 一天 好多 歌词 一样 但是 那首歌 的 发布 时间 晚 一年 难不成 法老 借鉴 的 是 这个
256434361360,应该 就是
257044746944,法老 唱 的 时候 有 标注 原 视频 作词 的 还
255236341425,你币 有 了
255922454176,早期 的 海绵 宝宝 可以 说 是 一部 人生哲理
255200817857,NB
255069797952,25 年 回刷
254889799456,章鱼 哥是 软体动物 但 梦想 让 他 有 了 脊柱
254155992113,其实 我 不想 让 我 的 双脚 踩 在 这满 是 油污 的 地板 上
254091447345,章鱼 哥 又 何尝 不是 我们 呢
254081836481,简直 和 法老 一首歌 一模一样
255469269920,法老 就是 借鉴 的 自己 看出 处去
259352642033,回复 : 好
253965231585,我 也 有 过 梦想 但 最后 不得不 将 它 埋葬 曾 幻想 过 将来 的 美好 却 被 磨平 了 棱角 刚 开始 积极 的 工作 有 对 未来 的 憧憬 后来 发现 仍 不尽人意 总 想 证明 自己 实际 无人 在意 后来 啊 接受 平平淡淡 柴米油盐 不 渴望 轰轰烈烈 的 爱情 只想 踏踏实实 长 情 真挚 又 一次 的 证明 了 只是 自己 的 痴心妄想 所谓 百分之百 的 灵魂 契合 只不过 是 未曾 展露出 其他 的 潜台词 曾经 问过 妈妈 一个 问题 妈妈 你 会 为了 10 块钱 而 卑躬屈膝 吗 妈妈 说 看 情况 如果 真的 缺钱 会 那 只是 我 随便 问 的 妈妈 却 认真 的 回答 了 我 而 之后 的 某个 瞬间 这段话 就 像 突然 被 塞进 脑海 里 一样 想 起来 了 什么 人会 为了 10 块钱 卑躬屈膝 缺钱 的 人 不 欠 了 一屁股债 多少 多少 亿 的 人 不会 穷人 不 穷人 只是 没有 钱 而已 那 到底 什么 人会 为了 碎银 几两 甘愿 当 小丑 呢 是 为了 生活 的 人
253967030929,剧中 的 真情 让 人们 流泪 现实 中 的 真情 是 事不关己 各种 猜疑 和 不 相信 让 人们 捧腹大笑
254490679152,长大 了 才 知道 世人 皆 在 画里 嘲笑 却 无 一人 在 弹幕 里 称赞
253821228945,海绵 宝宝 其实 并 不是 主角 他 只是 比 章鱼 哥 更 悲惨 他 总是 将 面具 挂 在 脸上 他 将 面具 摘下来 时 他 就 不是 他 了
253766697441,到此一游
254341331968,又 回来 看 了 一遍
253589428257,2025 年 了 不论 前路 迷茫 未来 依旧 可期 活成 自己 的 样子 不用 管 他人 言语 远离 焦躁 和 疾病 与 过去 的 自己 和解 你 会 发现 其实 自己 走过 的 风风雨雨 不过 只是 人生 中 淡淡的 一笔 成为 未来 的 谈资 加油 所有 看到 这 条 评论 的 陌生人 祝你幸福 健康
253369057089,世界 上 只有 一种 英雄主义 看清 生活 的 真相 依然 热爱
254009866144,破 千万
253357894161,小时候 好 喜欢 海绵 宝宝 和 派 大星 长大 后 喜欢 上 了 章鱼 哥 才 发现 他们 都 是 不同 年龄阶段 的 我们 的 缩影
253343711073,章鱼 是 软体动物 但 梦想 让 他 有 了 脊柱
253253624081,回看 2020 年 已经 四年 了 回想起来 就 像 在 昨天 一样
253007371665,什么 歌 啊
253966896561,花之舞
253550043136,章鱼 是 软体动物 但 梦想 让 他 有 了 脊柱
253346081248,这 何尝 又 不是 一种 自我 救赎
253313891008,现实 不会 辜负 任何 一个 付出 努力 的 人 剩下 的 一切 交给 时间 多少 当时 默默无闻 的 作品 在 后世 被 奉 为 珍品
253254139760,章鱼 哥 竟是 我 自己
252349702817,小时候 不 喜欢 章鱼 哥 喜欢 派大星 羡慕 海绵 宝宝 长大 了 不 喜欢 海绵 宝宝 喜欢 章鱼 哥 羡慕 派大星
252603712960,( 3
252575499920,我 虽然 才 六岁 但 已经 看透 这个 世界 了 年龄 不 代表 经历 我 现在 很 迷茫
253368939792,知道 太多 就 没 快乐
251889209649,愿 所有人 终 会 实现理想
251816639217,太有 教育 意义 了
268384426753,我 认为 这是 一种 传承
251769867713,这 是 我 以前 最 爱看 的
252362856432,好 有 深度
252321218096,等一等 我 自己 的 灵魂 .
251697061809,神作 再见 比基尼 海滩
251463295041,艺术 那 一集 章鱼 哥 它 侮辱 了 海绵 宝宝 又 在 人家 的 作品 得到 奖励 后 想 取而代之 得 钱 得 权蟹 堡 王 餐厅 上台 表演 也 是 虚荣心 作祟 跳舞 也 是 故意 折磨 海绵 宝宝 后面 自己 上台 表演 模仿 海绵 宝宝 的 舞蹈
253045682496,能 说 这些 反应 让 赵云 哥哥 的 性格 更加 突出 更 像 一个 普通人 也 总比 那些 整天 折磨 章鱼 哥强 啊
251994533936,求 一个 视频 标题 内容 开始 前段 廉价 相机 拍摄 一对 男女 跳舞 后半段 像素 清晰 但是 男 却 没 了 女 的 陪伴 bgmBorn a Stranger
251940377120,我 还 不 懂 成人 的 世界 但 我 大概 明白 了 吧
251074799137,up 真用 心爱 了
251411618560,这个
250843631761,长大 后 才 发现 生活 的 不易 秒宝 泪目
251356383056,BV1ww4m1d7GW
250769553313,以前 喜欢 海绵 宝宝 现在 喜欢 章鱼 哥
250696754769,为什么 看 呢 大概 是 压力 大 了 为什么 过 了 很 久 又 回来 看 呢 大概 是 经历 过 了 为什么 反反复复 看 呢 大概 是 放不下 吧
250635273489,小时候 觉得 章鱼 哥太 愤世嫉俗 了 甚至 有点 神经 后来 我 才 发现 章鱼 哥 其实 是 真正 的 一位 贤者 因为 看 的 太 多 理解 的 太 透彻 所以 内心 变得 非常 孤独 但 恰恰 又 是因为 像 海绵 宝宝 这些 平凡 的 人 给予 了 他 一定 程度 上 的 慰藉
250596289297,年末 的 礼物 真的 是 对应 啊 刚好 这 一年 毕业 为了 找 工作 东奔西跑 土木 就业 不景气 从小 喜欢 的 音乐 梦想 也 彻底 放下 愿 25 年会 更好 吧 不 奢求 梦想 了 就 希望 能 顺利 找到 工作 吧
250713761360,以前 笑 章鱼 哥 现在 活成 了 章鱼 哥
250218710321,泪目
250585179536,晚安 3.48 的 我
250091464193,你 累坏 了 小 牛马 明天 一定 会 更好 更加 美丽
250082586001,中间 那段 章鱼 哥 的 竖笛 演奏 真的 神
249754275713,以前 觉得 章鱼 哥有 病 现在 还 不如 章鱼 哥
250216981648,再见 但 祝 你 早安 午安 晚安
250215916288,你 今天 累坏 了
249736270785,章鱼 哥 可悲 在于 活在 一个 动画 世界 但 他 却是 一个 正常人 你 会 成为 范德彪 我会 成为 章鱼 哥 你 我 的 幽默 都 浸透 了 苦涩
250196078304,看 懂 这个 视频 的 人 已经 哭 了
249423980481,考个 古
249792524448,如果 成年人 的 世界 就是 这样的话 那么 我 庆幸 自己 少年时代 就 经历 了 抑郁 和 孤独 现在 长大 了 觉得 这些 早 没什么 以后 再 遇见 什么 不过 就是 像 以前 那样 还 能 更糟 吗
266476198049,有 啊 都 习惯 了 一个 人 的 抑郁 和 孤独 后 然后 被 逼 着 要 进行 两个 人 的 压力 和 婚姻
249478206352,"同符华 一样 , 经历 了 太 多 悲苦"
249013729857,看看
248782332993,章鱼 哥 就 像 许多 普通 上班族 一样 想要 追寻 年少时 的 梦想 却 被 现实 与 生活 和 自己 的 梦想 越来越 远
248663745345,呜呜 呜呜 呜 这 是 怎么回事
248630918529,长大 了 才 知道 欢快 笑容 是 扯 不 出来 的
248623480128,你 抓个 动物 你 都 要 花 力气 把 他 赶到 一个 死路 或者 花费 食物 引诱 他 或者 花费 子弹 打死 他 可 我 被 抓 的 时候 什么 都 没有 没 食物 没 子弹 没 花 时间 因为 我 是 自愿 被 抓 的
248161160785,小时候 我 看过 海绵 宝宝 的 一集 主要 讲 的 就是 花花 章有 一场 演出 有 什么 事情 让 章鱼 哥替 他 演出 我 觉得 它 估计 也 是 故意 的 想 看 章鱼 哥 出丑 章鱼 哥带 着 比奇 堡 的 民众 练习 表演 可是 还是 不尽人意 是 表演 音乐 的 章鱼 哥 最后 已经 放弃 了 但是 比奇 堡 的 居民 们 还是 没有 放弃 他们 日日夜夜 不断 练习 到 了 演出 那天 还是 成功 演出 了 没 记错 的话 当时 派大星 敲 着 架子鼓 章鱼 哥 看见 之后 也 跟着 吹起 了 它 的 笛子 非常高兴 我 记得 好像 是 去 人类 那边 演出
248105227041,章鱼 哥 埋葬 梦想 在 第几 集呀 b 站 的
248436125392,小时候 不 知道 章鱼 哥 为什么 总是 苦着 脸 长大 了 不 明白 为什么 海绵 宝宝 可以 一直 笑
248942646929,因为 他 是 剧中 唯一 正常 的 人
248392350768,讨厌 章鱼 哥 理解 章鱼 哥 成为 章鱼 哥 超越 章鱼 哥
248382283424,成年 后 只有 想 让 自己 开心 的 时候 才能 开心
247988809825,我出 社会 以后 突然 明白 了 我们 以前 英语老师 说 喜剧 的 核心 是 悲剧 这 一句 话 了
247781744785,派大星 永远 的 神
247760020625,书籍 质检 主要 是 检测 未 出版 书籍 里 的 错别字 体 或 病句 标注 好 无需 更改 内容 即可 操作 简单 工作 时间 自由 安排 要求 年龄 23 以上 有 兴趣 的 可以 私信 我 节章 每篇 18005000 字 左右 3 小时 内 完成 交档 单价 15 元 全书 3 万 ~ 25 万字 左右 单价 200 ~ 1500 不 等 7 天内 交档
248074515648,不 知道 海绵 宝宝 的 主创 团队 知不知道 中国 大陆 的 粉丝 大都 很 喜欢 章鱼 哥
248022422272,AI 课 代表 总结 这 段 视频 以 章鱼 哥 的 第一人称 视角 展开 表达 了 他 对 生活 的 不满 和 梦想 的 追求 同时 也 透露 出 一种 无奈 和 自我安慰 的 情绪 要点 : - 章鱼 哥 对 外界 冷漠 感到 失望 认为 没有 人 主动 带来 快乐 - 他 认为 自己 很 滑稽 并 羡慕 那些 能 自由 表达 自我 的 角色 如 海绵 宝宝 等 - 尽管 他 热爱 音乐 例如 演奏 E 小调 但 仍 对 自己 的 命运 充满 困惑 - 对 未来 充满 不确定性 和 逃避 心理 渴望 找到 属于 自己 的 位置 - 虽然 向往 着 做 一些 自己 喜欢 的 事情 但 他 意识 到 现实 中 很 难 实现 这些 愿望 - 儿歌 般的 旋律 贯穿 始终 传达 了 一种 略带 忧伤 的 情感 氛围 哼 ~ 本 喵 瞧不起 这种 软弱 的 表现 好不容易 有点儿 激情 就 被 无情地 碾压 成渣 真是 一只 废物 啊 不过 话说回来 谁 能 真正 逃脱 得 了 命运 的 手掌心 呢 -- 由 召唤 发送 其他 AI 工具 点头 像 自取
247603314033,但是 章鱼 哥会 自娱自乐 啊 他 会 画画 会 吹 竖笛 会 烹饪 有 稳定 的 工作 还有 大房子 他 emo 的 时候 其实 不 多
247661887888,好 想 辞职
248232862672,刚入 职 一样 想 离职
247231162673,长大 了 才 终于 理解 章鱼 哥
246957743665,小时候 和 别的 小朋友 玩 他们 说 我 是 章鱼 哥 哈哈
247262045536,章鱼 哥 的 生活 是 世间 大部分 人 所有人 正在 经历 的 生活
247261917232,小时候 看 是 快乐 长大 后 看 是 讽刺
246252977185,明明 小时候 最 不 喜欢 的 就是 章鱼 哥 而 为什么 现在 最想 看 的 就是 他 而 对 海绵 宝宝 却 有 了 一些 改观 ...
246704413680,海绵 宝宝 傻白甜 还是 个 工贼
246187093905,为什么 我 一 高兴 就 有 错
245892461009,不知不觉 我 已经 活成 了 章鱼 哥
246019810288,7408
245196870545,追求 梦想 的 灵魂 被 永远 的 埋没 在 他 那 没能 实现 梦想 的 生命 里 . 梦想 和 光 未能 照亮 他 的 前方 还要 和 已经 实现 了 梦想 天天 傻笑 的 海绵 宝宝 在 一起 . 实际 他 已经 有 想 死 的 想法 了 . 但是 他 还有 自己 的 热爱 竖笛 和 艺术 章鱼 哥是 大人 海绵 宝宝 是 小孩 充满 精力 . 章鱼 哥真 不是 傲娇 是 没能 实现 梦想 罢了 .
245077313777,音无结 弦 之 时悦动 天使 之心 立于 浮夸 之世 奏响 天籁 之音
245277234928,黄色 恶魔
245250462400,啧 当时 只道 是 寻常
244927669409,小时候 喜欢 海绵 宝宝 长大 后 喜欢 章鱼 哥
245100217008,四年 了 我 凭 什么 不 给 你 一个 三连 呢
244928363537,我 也 买 了
244823738561,这里 埋葬 的 是 章鱼 哥 的 梦想
244987652000,这里 埋 着 的 是 章鱼 哥 的 梦想
244914292096,置顶 这个 视频 的 灵感 来自 洛温 的 派 大星 的 独白 在 去年 看 完 那个 视频 后 就 萌生 了 做 一个 类似 的 视频 并 不是 所谓 的 抄袭 更 贴切 的 说 是 致敬 吧 我 认为 海绵 宝宝 中 章鱼 哥 这个 人物 更 符合 现实 所以 便 有 了 这个 视频 也 并 不 存在 所谓 的 蹭 热度 毕竟 那个 视频 已经 快 一年 了 蹭 热度 的话 我 不 可能 现在 才 发 这个 视频 更 不 可能 为了 蹭 一个 热度 如此 精心 的 打磨 这个 作品 我 也 自知 这个 视频 不 可能 会 比 那 一个 好 我 只是 想 做 这个 视频 来 表达 我 的 一些 想法 仅此而已
244781330944,出 的 什么 东西 吗 我 没 流量 吗 哦 那时 的 照片 给 我 看 一下 吧 我 还 真不知道 你 说 吧 没事 吧 我 没 流量 的 是 不 我 没 流量 的 谢 了 兄弟 情 了 一下 你 是不是 觉得 好好学习 的 到 谢谢 美女 姐姐 好多 多 的 很 好 了 好 了
244781276592,20 用 的 时候 可以 去 试试 能 不能 给我发 个 照片 看看 你们 聊天 啊 我 还 我 还 真不知道 你们 有没有 时间 去 找 你 啊 我 没 流量 吗 我 还 我 还 真不知道 你们 有没有 想 我 想 的 是 真的 没有 时间 了 一下 你 就 说 是不是 真的 吗 好 的 我 没 流量 卡里 没 钱 吃饭 了 吗 宝贝
